병원명,기관구분,주소,지역,위도,경도,전화번호
양산부산대학교병원,중독관리통합지원센터,"경상남도 양산시 중앙로 7-32, 4층(다방동, 양산시보건복지센터)",경상남도,35.33215714,129.0379947,1577-7512
양양군정신건강복지센터,기초정신건강복지센터,양양군 양양읍 양양로 9-5(양양군보건소2층),기타,38.0778608,128.6274793,033-673-0197
양천아이존,정신재활시설,서울특별시 양천구 화곡로 47,서울,37.53961511,126.8270993,
양평군 정신건강복지센터,기초정신건강복지센터,경기도 양평군 양평읍 중앙로 111번길 34-21(3층),경기,37.49662351,127.5051583,031-771-3521
양평군자살예방센터,자살예방센터,경기도 양평군 양평읍 중앙로 111번길 34-21 3층,경기,37.49662351,127.5051583,031-770-3532
어깨동무,정신재활시설,"서울특별시 중랑구 동일로92길 39-2,1 2층",서울,,,02-493-1232
어울림,정신재활시설,"서울특별시 중랑구 용마산로331-1 401, 402",서울,,,031-967-5145
어울림,정신재활시설,"대전광역시 서구 도마로25번길 54, 201호(도마동)",대전,36.32479285,127.3732599,031-967-5145
어울림,정신재활시설,경상북도 경주시 석장1길 29-36.101호,경상북도,35.86263199,129.1873325,031-967-5145
어울림2,정신재활시설,경상북도 경주시 석장1길 29-36.405호,경상북도,35.86263199,129.1873325,
에버그린하우스,정신재활시설,서울특별시 은평구 갈현로 29길 51 예성베르빌B01호 ,서울,37.6222716,126.9112583,02-352-0079
여수시 정신건강복지센터,기초정신건강복지센터,전라남도 여수시 시청서4길 47(학동),전라남도,34.75931698,127.6603855,1577-0199
여수시 중독관리통합지원센터,중독관리통합지원센터,전라남도 여수시 시청서 4길 47,전라남도,34.75931698,127.6603855,061-659-4295
여울목,정신재활시설,"서울특별시 강서구 화곡로 13길 66-28, 301호",서울,37.54285354,126.8339862,
여주대학교 산학협력단,기초정신건강복지센터,경기도 여주시 세종로 338번지 여주대학교 대학본부 2층,경기,37.27109289,127.6363531,031-880-5571
여주시자살예방센터,자살예방센터,경기도 여주시 세종로 338,경기,37.27109289,127.6363531,031-886-3435
연세대학교 산학협력단,기초정신건강복지센터,강원도 평창군 평창읍 종부로61,강원,37.36049167,128.3888512,
연세대학교 원주산학협력단,기초정신건강복지센터,강원도 원주시 원일로139 시민문화센터 4층,강원,37.3515496,127.9468029,
연세대학교 원주산학협력단,기초정신건강복지센터,강원도 횡성군 횡성읍 횡성로 379,강원,37.48709552,127.9844168,
연세대학교 원주산학협력단,중독관리통합지원센터,강원도 원주시 원일로139,강원,37.3515496,127.9468029,
연수새누리,정신재활시설,"인천광역시 연수구 앵고개로 183, 남동부수도사업소 2층",인천,37.41213315,126.6659867,032-813-4760
열린세상,정신재활시설,"서울특별시 양천구 남부순환로 450, 301호",서울,37.52770888,126.8332043,
영광기독신하병원,기초정신건강복지센터,전라북도 고창군 전봉준로90,전라북도,35.44373997,126.6832317,061-350-7000
영광기독신하병원,기초정신건강복지센터,전라남도 영광군 영광읍 신남로 4길 17,전라남도,35.27468261,126.5041643,061-350-7000
영광사회복귀시설,정신재활시설,전라남도 영광군 영광읍 신남로 268,전라남도,35.2745153,126.5107549,NOT_FOUND
영남대학교의료원,기초정신건강복지센터,대구광역시 남구 대명2동 영선길34 남구보건소 4층,대구,35.85389994,128.5915237,1522-3114
영남정신요양원,정신요양시설,경상북도 김천시 어모면 작점로640,경상북도,36.22141229,128.055249,054-435-5877
영덕군 정신건강복지센터,기초정신건강복지센터,경상북도 영덕군 영덕읍 경동로 8367,경상북도,36.41815576,129.3676309,054-730-7161
영동군 정신건강복지센터,기초정신건강복지센터,충청북도 영동군 영동읍 반곡동길 7 영동군보건소,충청북도,36.16849628,127.7759673,043-740-5924
영등포구 정신건강복지센터,기초정신건강복지센터,"서울특별시 영등포구 당산로 123, 영등포구보건소 4층 ",서울,37.52596316,126.8963671,02-2670-4793
영등포아이존,정신재활시설,"서울특별시 영등포구 영등포로 84길 24-14, 2층",서울,37.51157802,126.9214969,02-6264-9915
영생원,정신요양시설,충청북도 옥천군 옥천읍 삼청3길 34,충청북도,36.26049944,127.5725792,031-729-3262
영양군 정신건강복지센터,기초정신건강복지센터,경상북도 영양군 영양읍 동서대로 82,경상북도,36.66194588,129.1180639,054-680-5197
영월군 정신건강복지센터,기초정신건강복지센터,강원도 영월군 영월읍 하송로 46-43 1층,강원,37.18530428,128.4615282,033-370-2556
영주시 정신건강복지센터,기초정신건강복지센터,경상북도 영주시 영주로 159번길 73 영주시치매안심센터 2층,경상북도,36.82876451,128.616018,054-639-5723
영파의료재단 마음향기병원,기초정신건강복지센터,부산광역시 금정구 중앙대로 1777 금정구청 별관 5층,부산,35.24205404,129.0924545,NOT_FOUND
예미담요양병원,기초정신건강복지센터,충청북도 진천군 진천읍 중앙북1길 11-8 진천군보건소 별관 2층,충청북도,36.86061054,127.4396598,043-215-7075
예산군 정신건강복지센터,기초정신건강복지센터,충청남도 예산군 예산읍 군청로 22,충청남도,36.68088045,126.8448499,041-339-6112
예산정신요양원,정신요양시설,충청남도 예산군 예산읍 간양길 258,충청남도,36.72533069,126.8784198,041-334-7951
예스홈,정신재활시설,서울특별시 도봉구 우이천로 38 나길 53,서울,37.65308568,127.0216155,
예천군 정신건강복지센터,기초정신건강복지센터,경상북도 예천군 예천읍 충효로 424,경상북도,36.65995549,128.4655731,054-650-8035
예체르하우스,정신재활시설,서울특별시 강서구 강서로 18아길 25-14 201호,서울,37.53665244,126.8508868,NOT_FOUND
오석산정신요양원,정신요양시설,충청남도 부여군 부여읍 청마로 61,충청남도,36.27978035,126.951648,041-835-5900
온사랑병원,중독관리통합지원센터,"부산광역시 해운대구 반송로853, 반송보건지소1층",부산,35.23004603,129.1478957,051-555-0808
완도군 정신건강복지센터,기초정신건강복지센터,전라남도 완도군 완도읍 농공단지길 34,전라남도,34.33582329,126.7313246,061-550-6745
요셉의집,정신재활시설,경상북도 청도군 이서면 서원길 3-140,경상북도,35.65675444,128.6807724,031-879-0847
요한빌리지,정신재활시설,광주광역시 남구 방림로 5(방림동),광주,35.13376576,126.9183181,062-367-3369
용산구 정신건강복지센터,기초정신건강복지센터,서울특별시 용산구 녹사평대로150 용산보건소1층,서울,37.53245229,126.9904788,02-703-8340
용산새빛,정신재활시설,서울특별시 용산구 원효로 35길 1-22 ,서울,37.53330363,126.95611,02-3438-2400
용인시정신건강복지센터(부설) 자살예방센터,자살예방센터,경기도 용인시 기흥구 신갈로 58번길 11 신갈동행정복지센터내3층,경기,37.27257613,127.1064466,NOT_FOUND
우리내꿈터,정신재활시설,"강원도 춘천시 중앙로 104-1,2층",강원,37.87721788,127.7232287,033-255-0661
우리누리,정신요양시설,대전광역시 서구 장안로 835,대전,36.19297931,127.3329864,042-585-2778
우리둥지,정신재활시설,"대구광역시 달서구 와룡로 9길 75, 파라다이스빌라 A동 505호",대구,35.83645866,128.5326076,
우리들정신건강센터,정신재활시설,충청북도 청주시 서원구 청남로 2089,충청북도,36.61874944,127.4867026,043-267-5835
우리마을,정신재활시설,"경기도 수원시 영통구 영통로 200번길 43, 영통우리빌 나동",경기,37.24452756,127.0589987,031-262-8592
우리집,정신재활시설,"서울특별시 광진구 긴고랑로36길 57-11, 202호",서울,37.55740584,127.0912295,02-508-7856
우리집,정신재활시설,경기도 용인시 처인구 금학로 277번길 8-4 우리집,경기,37.23815741,127.1948165,02-508-7856
울산대학교병원,기초정신건강복지센터,"울산광역시 동구 봉수로 155, 동구보건소 3층",울산,35.5050746,129.4164426,052-250-7000
울진군 정신건강복지센터,기초정신건강복지센터,경상북도 울진군 울진읍 읍내8길 61-8,경상북도,36.99621631,129.4045994,NOT_FOUND
원광학원,기초정신건강복지센터,전라북도 익산시 무왕로 975,전라북도,35.96099473,126.9664384,063-852-0129
원주시자살예방센터,자살예방센터,강원도 원주시 원일로 139 건강문화센터 4층,강원,37.3515496,127.9468029,033-746-0198
월산사회복귀시설,정신재활시설,인천광역시 부평구 평천로 319-5 에바다빌딩 3층,인천,37.51803287,126.7255899,032-507-4892
위드유,정신재활시설,"서울특별시 동대문구 한천로 424, 인월빌딩 4층",서울,37.59826203,127.0679971,070-4040-6860
위캔클럽,정신재활시설,"부산광역시 연제구 중앙대로 1239, 8층 위캔클럽",부산,35.1979049,129.0785744,051-507-8008
유쾌한집1,정신재활시설,서울특별시 도봉구 도봉산 3길 12-4 401호,서울,37.68694319,127.0439036,NOT_FOUND
유쾌한집2,정신재활시설,서울특별시 도봉구 도봉산 3길 12-4 401호,서울,37.68694319,127.0439036,NOT_FOUND
유쾌한집3,정신재활시설,서울특별시 도봉구 도봉산 3길 12-4 401호,서울,37.68694319,127.0439036,NOT_FOUND
유쾌한집4,정신재활시설,서울특별시 도봉구 도봉산 3길 12-4 401호,서울,37.68694319,127.0439036,NOT_FOUND
은평구 정신건강복지센터,기초정신건강복지센터,서울특별시 은평구 연서로 34길 11,서울,37.62156247,126.9276913,02-356-8683
은혜로운집,정신요양시설,서울특별시 은평구 갈현로 15길 27-1,서울,37.60788186,126.9070928,061-832-0609
은혜원,정신요양시설,경기도 화성시 장안면 포승장안로 1194-24,경기,37.07238431,126.8474631,031-351-2772
은혜의집,정신재활시설,인천광역시 강화군 내가면 고비고개로 646-2,인천,37.72914168,126.4182253,051-746-1406
을지대학교 을지병원,중독관리통합지원센터,서울특별시 노원구 노원로 16길 15 중계주공 9단지 912동 1층,서울,37.64344507,127.0733372,042-221-1659
을지대학교병원,광역정신건강복지센터,대전광역시 중구 대종로 88번길 9,대전,36.3007447,127.4532867,1899-0001
을지대학교병원,기초정신건강복지센터,"대전광역시 대덕구 석봉로 8번길 55, 별관 2층(석봉동, 대덕구보건소)",대전,,,1899-0001
음성소망병원,기초정신건강복지센터,충청북도 음성군 금왕읍 금석로 74,충청북도,36.99207422,127.5984591,043-878-4111
의령군 정신건강복지센터,기초정신건강복지센터,경상남도 의령군 의병로8길 16,경상남도,35.31777512,128.2545523,055-580-3147
의료법인 다사랑의료재단,중독관리통합지원센터,광주광역시 서구 회재로 897-1 2층,광주,35.1230853,126.8619219,062-380-3800
의료법인 연강의료재단,기초정신건강복지센터,"제주특별자치도 제주시 연삼로 264, 제주보건소 2층",제주,33.49159994,126.5202379,064-726-7900
의료법인 연강의료재단,중독관리통합지원센터,제주특별자치도 제주시 서광로 175(아세아빌딩 5층),제주,33.50031803,126.515203,064-726-7900
의료법인 예경의료재단,중독관리통합지원센터,"경상남도 창원시 마산합포구 합포로 2, 3층",경상남도,35.20265582,128.5726136,055-249-5555
의료법인 용인병원 유지재단,광역정신건강복지센터,경기도 수원시 장안구 수성로 245번길 69(정자동) 경기도의료원 2층,경기,37.2918595,126.9963807,NOT_FOUND
의료법인 청주병원,기초정신건강복지센터,충청북도 청주시 청원구 오창읍 과학산업 3로 238,충청북도,36.71040635,127.4304713,043-219-8000
의료법인용인병원 유지재단,기초정신건강복지센터,경기도 용인시 기흥구 신갈로 58번길 11,경기,37.27257613,127.1064466,NOT_FOUND
의료법인정화의료재단 김원묵기념 봉생병원,기초정신건강복지센터,부산광역시 동구 구청로1 동구의회 2층,부산,35.12929757,129.0452982,NOT_FOUND
의성군 정신건강복지센터,기초정신건강복지센터,경상북도 의성군 의성읍 안평의성로1122-30,경상북도,36.35966855,128.680977,
의정부시정신건강복지센터 부설 자살예방센터,자살예방센터,경기도 의정부시 범골로 131,경기,37.73615933,127.0395595,NOT_FOUND
이대목동병원,기초정신건강복지센터,서울특별시 양천구 목동서로 339 양천구보건소 지하1층,서울,37.51770616,126.8657394,1666-5000
이레,정신재활시설,"경기도 의정부시 호국로 1304, 제이에스 베네스트 301호",경기,37.74341757,127.0490733,
이음,정신재활시설,서울특별시 강동구 성내2동 136-18,서울,37.53414894,127.1261337,
이음병원,중독관리통합지원센터,경기도 안양시 만안구 문예로 48 안양시 만안구보건소 5층,경기,37.38584733,126.9329445,031-212-1500
이천시자살예방센터,자살예방센터,경기도 이천시 증일동 이섭대천로 1119 2층 ,경기,37.27052329,127.4454558,031-637-2330
인광희망의샘,정신재활시설,광주광역시 동구 금남로170-24,광주,35.15222719,126.9112858,062-233-4006
인산의료재단 전라북도 마음사랑병원,기초정신건강복지센터,전라북도 완주군 봉동동서로 89,전라북도,35.93733207,127.162098,NOT_FOUND
인선요양원,정신요양시설,전라남도 순천시 매봉길30,전라남도,34.96568756,127.5379941,031-673-0836
인제군 정신건강복지센터,기초정신건강복지센터,강원도 인제군 인제읍 인제로140번길 34,강원,38.06325619,128.1685465,033-461-7427
인제대학교 부산백병원,기초정신건강복지센터,부산광역시 부산진구 시민공원로 30 부산진구청 별관 건강증진센터 내 2층,부산,35.16283064,129.0531883,051-890-6114
인제대학교 산학협력단,기초정신건강복지센터,부산광역시 서구 부용로 30 서구보건소 2층 202호,부산,35.10743603,129.0180384,055-320-3923
인제대학교 일산백병원,기초정신건강복지센터,경기도 고양시 일산동구 중앙로 1228 동구보건소 2층,경기,37.65598041,126.7761487,031-910-7000
인제대학교 일산백병원,기초정신건강복지센터,"경기도 광명시 오리로 613, 3층(하안동)",경기,37.45541099,126.8781639,031-910-7000
인제대학교 해운대백병원,기초정신건강복지센터,"부산광역시 기장군 정관읍 용수로11, 정관지소 4층",부산,35.32519724,129.1793766,051-797-0100
인천광역시의료원,기초정신건강복지센터,인천광역시 연수구 예술로 20번길 15 ,인천,37.43578309,126.6996474,032-580-6000
인천광역시자살예방센터,자살예방센터,인천광역시 남동구 남동대로 774번길 24 가천뇌과학연구원 5층,인천,37.45103928,126.7094099,032-468-9917
인천미추홀구 자살예방센터,자살예방센터,"인천광역시 미추홀구 독정이로95, 미추홀구청 본관3청사 2층 ",인천,37.46347692,126.6499801,032-468-9917
인천미추홀구 정신건강복지센터,기초정신건강복지센터,"인천광역시 미추홀구 독정이로95, 미추홀구청 본관3청사 2층 ",인천,37.46347692,126.6499801,032-421-4045
인천참사랑병원,기초정신건강복지센터,인천광역시 서구 탁옥로39 서구보건소 4층,인천,37.54443991,126.6738061,032-571-9111
인천참사랑병원,중독관리통합지원센터,인천광역시 계양구 계양대로 126,인천,37.53513212,126.7229252,032-571-9111
인하대학교 산학협력단,중독관리통합지원센터,인천광역시 연수구 앵고개로183 남동부수도사업소2층,인천,37.41213315,126.6659867,032-870-2040
인하대학교 산학협력단,중독관리통합지원센터,"경기도 수원시 팔달구 매산로 89, 2층",경기,37.27049849,127.0106742,032-870-2040
인하대학교의과 대학부속병원,기초정신건강복지센터,인천광역시 중구 참외전로 72번길 21 ,인천,37.47721729,126.6291077,032-890-2114
인혜의료재단 가나병원,기초정신건강복지센터,부산광역시 남구 유엔평화로 4번길 61 3층,부산,35.13427894,129.0885397,NOT_FOUND
자매정신요양원,정신요양시설,부산광역시 사하구 사리로 37,부산,35.10314957,128.9986249,051-207-3845
장성군 정신건강복지센터,기초정신건강복지센터,전라남도 장성군 청운 11길 13,전라남도,35.30454114,126.7824535,061-395-0199
장수보건복지센터,정신재활시설,전라북도 장수군 장수읍 장천로 400,전라북도,35.66758719,127.5209239,063-351-7130
장안좋은집,정신재활시설,경기도 수원시 장안구 경수대로 908번길 38-14,경기,37.30159273,127.012324,
장유누가병원,기초정신건강복지센터,경상남도 김해시 분성로 227번길 210호,경상남도,35.23243378,128.8705459,055-330-4000
전남대학교병원,광역정신건강복지센터,"광주광역시 동구 제봉로 27, 5F",광주,,,1899-0000
전남대학교병원,기초정신건강복지센터,광주광역시 북구 북문대로 43 2층,광주,35.17518988,126.8807714,1899-0000
전라북도 마음사랑병원,기초정신건강복지센터,전라북도 정읍시 수성1로 61 2층,전라북도,35.57799045,126.8545298,
전북대학교,중독관리통합지원센터,전라북도 전주시 덕진구 백제대로 689,전라북도,35.84468477,127.1444136,063-270-2114
전북대학교병원,기초정신건강복지센터,"전라북도 전주시 덕진구 벚꽃로 55, 덕진진료실 2층",전라북도,35.82933502,127.135183,1577-7877
전북신세계병원,기초정신건강복지센터,전라북도 군산시 대야면 백마길 16,전라북도,35.94480785,126.809879,063-545-8700
정다운집,정신재활시설,충청남도 부여군 외산면 외산로 79번길 31 1동 101호,충청남도,36.30333953,126.701736,041-541-0799
정성군 정신건강복지센터,기초정신건강복지센터,강원도 정선군 정선읍 녹송로 33,강원,37.3800728,128.6714375,NOT_FOUND
정신요양시설 천봉산요양원,정신요양시설,경상북도 상주시 만산8길 70,경상북도,36.44412746,128.1500179,054-535-4654
정심수양원,정신요양시설,대구광역시 동구 팔공산로 254길 123,대구,35.97244775,128.6898082,053-982-7592
정심원,정신요양시설,전라북도 완주군 소양면 송광수만로 343번지,전라북도,35.89194659,127.2416304,063-264-7438
정진의료재단 영화병원,기초정신건강복지센터,인천광역시 남동구 인주대로819 문화빌딩 6층,인천,37.4488797,126.7282549,NOT_FOUND
제주대학교병원,광역정신건강복지센터,제주특별자치도 제주시 아란 13길 15 제주대학교병원 내 별관 2층,제주,33.46720852,126.545201,064-717-1114
제주정신재활센터,정신재활시설,"제주특별자치도 제주시 동광로 1길11, 4층 ",제주,33.50194189,126.5289001,
조선대학교 사회복지회,중독관리통합지원센터,"광주광역시 동구 금남로166(금남로5가, 대화빌딩3층)",광주,35.15243162,126.9115391,062-222-9349
종로 행복일굼터,정신재활시설,서울특별시 종로구 종로43길 9,서울,37.5717064,127.0076134,02-744-9707
종로아이존,정신재활시설,서울특별시 종로구 자하문로 89,서울,37.58402744,126.9699743,
좋은나무,정신재활시설,"서울특별시 중랑구 동일로92길 39-21, 202호",서울,37.58438086,127.0822227,032-571-7657
좋은날 ,정신재활시설,"경기도 평택시 통미로18, 가원빌라 가동 301호",경기,36.99219795,127.095096,055-231-3392
좋은사람들,정신재활시설,서울특별시 영등포구 도림로 188-1(대림동),서울,37.49590481,126.9020268,02-2201-5220
좋은세상,정신재활시설,충청남도 천안시 동남구 구성12길 28-1,충청남도,36.79592081,127.1625874,0502-5551-1345
좋은우리,정신재활시설,"충청남도 천안시 동남구 다가말 2길45, 403호",충청남도,36.79805888,127.1368077,063-236-6633
좋은이웃,정신재활시설,충청남도 아산시 음봉면 음봉로 681번길 75,충청남도,36.83824264,127.0800363,051-361-0045
좋은이웃센터,정신재활시설,대전광역시 중구 대흥로 171(대흥동),대전,36.3253788,127.4307589,
좋은친구들,정신재활시설,울산광역시 울주군 온산읍 신경10길 12,울산,35.43288093,129.310516,
주순애원,정신재활시설,경상남도 고성군 고성읍 우산2길312,경상남도,35.01099836,128.3285744,055-674-7762
중구아이존,정신재활시설,서울특별시 중구 서소문로6길 16,서울,37.55943026,126.9662595,02-2038-7650
중랑한울지역 정신건강센터,정신재활시설,서울특별시 중랑구 용마산로 115길 65 우주빌딩 4층,서울,37.59822685,127.0967169,02-2207-9964
진도군 정신건강복지센터,기초정신건강복지센터,전라남도 진도군 진도읍 남동1길 40-9,전라남도,34.48037351,126.2629165,061-540-6932
진산요양원,정신요양시설,전라남도 나주시 노안면 노안삼도로 507-22,전라남도,35.08993194,126.6945455,061-336-1911
진안군 정신건강복지센터,기초정신건강복지센터,전라북도 진안군 진무로 1189,전라북도,35.7973051,127.4347776,
진주시 정신건강복지센터,기초정신건강복지센터,경상남도 진주시 문산읍 월아산로 983,경상남도,35.15912869,128.1636036,055-759-0805
집으로,정신재활시설,경기도 수원시 권선구 정조로432 미영A 110동 102호,경기,37.24746931,127.014534,041-663-1396
징검다리,정신재활시설,경상북도 안동시 경동로 1047-1번지 2층,경상북도,36.55089621,128.7677062,043-222-7889
차지현정신건강 의학과의원,기초정신건강복지센터,인천광역시 계양구 장기서로8 장기보건지소 3층,인천,37.57691299,126.7341852,032-821-2001
참누리정신건강상담센터,정신재활시설,대구광역시 북구 대학로 133,대구,35.89613637,128.6128663,053-959-9925
참마음,정신재활시설,전라북도 익산시 황등면 황등중앙로 112,전라북도,36.00199405,126.9432163,063-837-6446
참사랑낙원,정신요양시설,전라북도 전주시 완산구 바람쐬는길 152,전라북도,35.80297852,127.1710815,
참살이클럽하우스,정신재활시설,부산광역시 동래구 중앙대로 1331(3층),부산,35.20599371,129.0776469,051-554-0562
참좋은집,정신재활시설,강원도 강릉시 강릉대로 419번길 42,강원,37.77448055,128.9074373,031-975-2842
창녕군 정신건강복지센터,기초정신건강복지센터,경상남도 창녕군 창녕읍 우포2로 1189-35,경상남도,,,055-530-6283
창원경상대학교병원,광역정신건강복지센터,경상남도 창원시 의창구 동읍 동읍로 457번길 48,경상남도,35.30959414,128.65115,055-214-1000
창원시 마산 정신건강복지센터,기초정신건강복지센터,경상남도 창원시 마산합포구 월영동북로 15,경상남도,35.18239851,128.5628997,055-225-6031
창원시 진해 정신건강복지센터,기초정신건강복지센터,경상남도 창원시 진해구 중원동로 62 진해서부보건지소 3층,경상남도,35.14989059,128.6619377,055-225-6691
천안시 정신건강복지센터,기초정신건강복지센터,충청남도 천안시 동남구 버들로 40 ,충청남도,36.80717777,127.1514571,041-578-9709
천안시자살예방센터,자살예방센터,충청남도 천안시 서북구 서부 8길 29 (성정동 684-1),충청남도,36.8197755,127.1398835,041-578-9709
천주의성요한수도회,기초정신건강복지센터,광주광역시 동구 서남로 1 동구보건소 2층,광주,35.1461417,126.9230932,02-2664-3162
철원군 정신건강복지센터,기초정신건강복지센터,강원도 철원군 갈말읍 군탄로16,강원,38.1481382,127.3025602,033-450-5104
청도메타병원,기초정신건강복지센터,경상북도 청도군 화양읍 청화로79-15,경상북도,35.64866689,128.7377282,054-370-9900
청소년사회 복귀시설 비상,정신재활시설,서울특별시 관악구 남부순환로 2054 광일빌딩 4층,서울,37.47633698,126.9769252,02-522-4404
청송군 정신건강복지센터,기초정신건강복지센터,경상북도 청송군 청송읍 의료원길 19,경상북도,36.43114271,129.051771,
청아의료재단 동서병원,기초정신건강복지센터,경상남도 창원시 의창구 중앙대로 162번길 9,경상남도,,,NOT_FOUND
청아의료재단 동서병원,중독관리통합지원센터,경상남도 창원시 의창구 중앙대로 162번길 9(신월동) 창원보건소 4층,경상남도,,,NOT_FOUND
청양군 정신건강복지센터,기초정신건강복지센터,충청남도 청양군 청양읍 칠갑산로7길 54,충청남도,36.45502041,126.8049398,041-940-4557
청원사회복귀시설,정신재활시설,충청북도 청주시 청원구 북이면 신대석성로 121-11,충청북도,36.73791048,127.5290149,043-235-8400
청주의료원,기초정신건강복지센터,"충청북도 청주시 서원구 구룡산로 235, 4층",충청북도,36.6160235,127.4713305,043-279-0114
청주의료원,중독관리통합지원센터,충청북도 청주시 상당구 대성로 172번길 21. 3층,충청북도,36.64123586,127.4929252,043-279-0114
청주정신건강센터,정신재활시설,충청북도 청주시 서원구 청남로 2124,충청북도,36.62169036,127.4881159,043-285-0102
축령복음병원,기초정신건강복지센터,경기도 남양주시 경춘로 1037 남양주1청사 신관1층,경기,37.63661684,127.2179954,031-592-6664
춘천시자살예방센터,자살예방센터,강원도 춘천시 효제길 35,강원,37.87133505,127.7372202,033-241-4256
충남대학교 간호과학연구소,기초정신건강복지센터,충청남도 금산군 금산읍 금산로 1559 다락원스포츠센터 내 1층,충청남도,36.11206663,127.4916388,NOT_FOUND
충남대학교 산학협력단,기초정신건강복지센터,충청북도 옥천군 옥천읍 삼양로 8길 10,충청북도,36.30450722,127.5701196,042-821-8791
충남대학교병원,기초정신건강복지센터,대전광역시 동구 현암로 22(삼성동),대전,36.34298696,127.4204617,1599-7123
충남대학교병원,기초정신건강복지센터,세종특별자치시 조치원읍 수원지1길16 세종시립의원 2층,세종,36.60725606,127.3000184,1599-7123
충북대학교병원,광역정신건강복지센터,충청북도 청주시 서원구 1순환로 771,충청북도,36.62519332,127.4638683,1533-0075
충북대학교병원,기초정신건강복지센터,충청북도 청주시 상당구 남일면 단재로 480,충청북도,36.58826888,127.5059436,1533-0075
충주어울림센터,정신재활시설,충청북도 충주시 도장관주로 34-12,충청북도,36.95051503,127.9216275,043-856-0509
칠곡시몬병원,기초정신건강복지센터,경상북도 칠곡군 왜관읍 관문로1길 30,경상북도,35.99070797,128.4186406,054-976-0401
카톨릭대학교 산학협력단,기초정신건강복지센터,경기도 시흥시 호현로 55,경기,37.44553633,126.7853141,02-2164-4697
카프여성거주시설,정신재활시설,서울특별시 마포구 성미산로5길 50-15,서울,37.56116697,126.9097231,02-325-4107
카프이용센터,정신재활시설,경기도 고양시 일산동구 일산로 86,경기,37.64516157,126.7911114,031-810-9251
카프치료 공동체 둥지,정신재활시설,"서울특별시 은평구 연서로 37가길 10-10, 201호",서울,37.62506198,126.926075,02-356-5414
카프치료공동체 감나무집,정신재활시설,서울특별시 마포구 연남동 565-37,서울,37.55988312,126.920346,02-3143-6692
컴넷하우스,정신재활시설,부산광역시 수영구 망미배산로 76번나길 27,부산,35.17697513,129.0982855,051-759-1268
큰빛병원,기초정신건강복지센터,"울산광역시 남구 삼산중로 132(삼산동, 남구보건소 3층)",울산,35.54535764,129.3363283,052-272-2505
클럽하우스 해피투게더,정신재활시설,인천광역시 계양구 계양산로 19(2층),인천,37.54550792,126.7188894,032-545-7585
태안군 정신건강복지센터,기초정신건강복지센터,충청남도 태안군 태안읍 서해로 1952-16,충청남도,36.75181076,126.3232321,041-671-5395
태화샘솟는집,정신재활시설,서울특별시 마포구 아현동 772,서울,37.55098573,126.9527916,02-392-1155
태화해뜨는샘,정신재활시설,서울특별시 강남구 광평로 185 태화기독교사회복지관 3층,서울,37.48482911,127.0933962,02-2040-1780
태훈의료재단,기초정신건강복지센터,경상북도 봉화군 봉화읍 봉화로 1203,경상북도,36.89071878,128.7418543,054-639-8800
통영시 정신건강복지센터,기초정신건강복지센터,"경상남도 통영시 안개4길 108,3층",경상남도,34.85980799,128.4320142,055-650-6175
파란마음,정신재활시설,"서울특별시 은평구 갈현로 33길 32, 201호",서울,37.62172634,126.9131,02-6407-4515
파랑새둥지,정신요양시설,충청남도 아산시 신창면 온천대로 842번길 111,충청남도,36.77548635,126.9438981,041-546-8312
파주시정신건강복지센터(부설) 자살예방센터,자살예방센터,경기도 파주시 봉천로 68 파주건강증진센터 1층,경기,37.74507907,126.8050112,NOT_FOUND
평택시 정신건강복지센터,기초정신건강복지센터,경기도 평택시 평택5호 56 평택보건소 A동 2층,경기,,,031-658-9818
평화의집,정신재활시설,강원도 춘천시 춘천로 281번길 14-6,강원,37.8816269,127.7439954,051-331-4344
평화정신재활시설,정신재활시설,"서울특별시 노원구 노원로 331, 평화종합사회복지관 3층(중계동)",서울,37.64617069,127.0695215,02-949-0121
포천시정신건강복지센터,기초정신건강복지센터,경기도 포천시 포천로 1612 보건소 3층,경기,37.90082612,127.2012609,031-532-1655
포항시 중독관리통합지원센터,중독관리통합지원센터,경상북도 포항시 북구 삼흥로98 ,경상북도,36.07066182,129.3804374,054-270-4148
포항시남구 정신건강복지센터,기초정신건강복지센터,경상북도 포항시 남구 동해안로6119번길,경상북도,35.99244094,129.3962244,054-270-4091
포항시북구 정신건강복지센터,기초정신건강복지센터,경상북도 포항시 북구 삼흥로98,경상북도,36.07066182,129.3804374,054-270-5202
푸른존,정신재활시설,"서울특별시 강북구 도봉로 66길 35, 1층(미아동)",서울,37.63067643,127.0267298,
품,정신재활시설,충청남도 천안시 동남구 양지19길 12-13,충청남도,36.81244164,127.1352055,
하남시정신건강복지센터,기초정신건강복지센터,"경기도 하남시 미사강변대로 200, 미사보건센터 2층",경기,37.56763908,127.185541,031-793-6552
하늘소,정신재활시설,"서울특별시 양천구 화곡로 8길 21-4, 2층",서울,37.53744231,126.8300496,042-637-9595
하동군 정신건강복지센터,기초정신건강복지센터,경상남도 하동군 하동읍 군청로 31,경상남도,35.06690029,127.7528735,055-880-6669
하모니공동생활가정,정신재활시설,충청남도 천안시 동남구 원성8길 16,충청남도,36.81109382,127.1641553,041-551-2854
하얀마음,정신재활시설,"서울특별시 송파구 석촌호수로 20길 28-1, 201호",서울,37.50492602,127.1028746,031-707-0108
